wiki_text,groundtruth
"[ORG] is the body responsible for the administration of the Canadian province of Alberta. In modern Canadian use, the term Government of Alberta refers specifically to the executive—political ministers of the Crown (the … See more",['Government']
"WEBThe Google Public Key Infrastructure (“Google PKI”), has been established by Google Trust Services, LLC (“Google”), to enable reliable and secure identity authentication, and to facilitate the preservation of confidentiality and integrity of data in electronic transactions.","['Internet Infrastructure', 'Cybersecurity']"
[ORG] is a globally active company in the IT services sector. Its headquarters are located in Dortmund.   Its core business is IT projects in the business-to-business sector and for public administration. See more,['IT Services']
"The Australian Energy Market Operator (AEMO) performs an array of gas and electricity market, operational, development and planning functions. It manages the National Electricity Market (NEM), the Wholesale Electricity Market (WA) (WEM)  and the Victorian gas transmission network. AEMO also facilitates … See more",['Utilities']
"[ORG] is a subsidiary of American defense company L3Harris Technologies that manufactures rocket, hypersonic, and electric propulsive systems for space, defense, civil and commercial applications.    Aerojet traces its origins to the General Tire and Rubber Company established in 1915, while … See more",['Defense Manufacturer']
"[ORG] is an American defense contractor headquartered in Arlington, Virginia, that designs and manufactures unmanned aerial vehicles (UAVs). Paul B. MacCready Jr., a designer of human-powered aircraft, founded the company in 1971. The company is best known for its lightweight human-powered … See more",['Defense Manufacturer']
"[ORG] is the official club and charity for the international language Esperanto in Auckland, New Zealand. Our members meet regularly to chat in Esperanto and discuss various Esperanto topics. We have resources available to learners and speakers of Esperanto, including a library. We also support initiatives to promote Esperanto and its education within Auckland.",['Education']
"[ORG] is headquartered in Woonsocket, Rhode Island.  Originally named the Consumer Value Stores, it was founded in Lowell, Massachusetts in 1963.    The chain was [ORG] from its inception … See more",['Retail & Distribution']
"[ORG] is an American timeshare company headquartered in Orlando, Florida.  It develops, sells, and manages timeshare properties under several vacation ownership clubs, including Club Wyndham and WorldMark by Wyndham, and … See more",['Hotels & Food & Leisure']
"[ORG] is a powerful lobbying force in Washington, DC and in state capitals, where it is widely referred to as ""the other NRA"" to distinguish itself from National Rifle Association of America, which shares the initialism. The association advocates to suppress the minimum wage in the … See more",['Hotels & Food & Leisure']
"The Salt River Project (SRP) encompasses two separate entities: the Salt River Project Agricultural Improvement and Power District, an agency of the state of Arizona that serves as an electrical utility for the Phoenix metropolitan area, and the Salt River Valley Water Users' Association, a utility cooperative that … See more",['Utilities']
[ORG] was established as per Royal Decree No. 7/B/33181 dated 7 September 2003. The e-Government was created by the [ORG].,['Government']
"[ORG]  is a Japanese multinational automotive manufacturer headquartered in Toyota City, Aichi, Japan. [ORG] on August 28, 1937. Toyota is the largest automobile manufacturer in the world, producing about 10 million vehicles per year.  The … See more",['Automotive']
"[ORG], headquartered in the UK, focused on educational publishing and services.  Originating in 1844 and named S Pearson and Son by Samuel Pearson in 1856, what began as a small local civil engineering business in Yorkshire grew between 1880 to 1927 into a massive … See more",['Media']
"ATLA manages the research and development and procurement of military technology for Japan, through by collaborations with … See more",['Defense Manufacturer']
"Fokker Technologies designs, develops and produces advanced structures and electrical systems for the aerospace and defense industry and supplies integrated maintenance services and products to aircraft owners and operators.  The company consists of four business units:  Fokker Aerostructures … See more","['Defense Manufacturer', 'Capital Goods']"
"[ORG] is a real estate development company owned by the Abu Dhabi government and with headquarters in Abu Dhabi, United Arab Emirates.  The company's shares are traded on the Abu Dhabi Securities Exchange. The largest shareholder … See more",['Real Estate']
"[ORG] operates in the following locations:? Arizona (water)? Arkansas (water)? California (electricity, water)? Georgia (gas) See more",['Utilities']
"[ORG] is a public research university in Austin, Texas. Founded in 1883, it is the flagship institution of the [ORG]. With 52,384 students as of Fall 2022, it is also the largest institution in the system.   The university is a major center for … See more",['Education']
"[ORG] is an American energy company, headquartered in Houston, Texas.   It was formerly the wholesale arm of Northern States Power Company (NSP), which became Xcel Energy, but became independent in 2000. NRG Energy is involved in energy generation and retail electricity.  Their portfolio includes … See more",['Utilities']
"[ORG] is a mobile wallet app that uses its own token. It allows users to send and receive transfers. Users can also become guarantors of ALMAZ, manually confirming operations and earning rewards. They can later create a referral structure.",['Finance']
"[ORG] was an Australian ICT systems development and provisioning, and the associated managed services . History. Alphawest can trace its roots back to 1986 when Edcom Pty Ltd commenced operations in Perth specialising in sales and support of personal computers. In 2000 Alphawest was acquired by Solution 6. [ 1] .",['IT Services']
